names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country,year,poster_url
Scrooge: A Christmas Carol,11/25/2022 ,68.0,"Animation, Family, Fantasy","On a cold Christmas Eve, selfish miser Ebenezer Scrooge has one night left to face his past — and change the future — before time runs out.","Luke Evans, Ebenezer Scrooge (voice), Olivia Colman, Ghost of Christmas Past (voice), Jessie Buckley, Isabel Fezziwig (voice), Johnny Flynn, Bob Cratchit (voice), Fra Fee, Harry Huffam (voice), Giles Terera, Tom Jenkins (voice), Trevor Dion Nicholas, Ghost of Christmas Present (voice), James Cosmo, Mr. Fezziwig (voice), Jonathan Pryce, Jacob Marley (voice)",Scrooge: A Christmas Carol, Released,English,87000000.0,459237806.0,GB,2022,https://image.tmdb.org/t/p/w500/oyGb5JpEYMEqDDjfJKLEvPTVSjK.jpg
Your Place or Mine,02/10/2023 ,64.0,"Romance, Comedy","When best friends and total opposites Debbie and Peter swap homes for a week, they get a peek into each other's lives that could open the door to love.","Reese Witherspoon, Debbie, Ashton Kutcher, Peter, Jesse Williams, Theo, Zoë Chao, Minka, Steve Zahn, Zen, Tig Notaro, Alicia, Wesley Kimmel, Jack, Griffin Matthews, John Golden, Rachel Bloom, Scarlet",Your Place or Mine, Released,English,105400000.0,286421986.2,US,2023,https://image.tmdb.org/t/p/w500/3oFfY1HpzJDlRzKSCBF2sA5mb9U.jpg
Puss in Boots,10/28/2011 ,65.0,"Comedy, Fantasy, Animation, Romance, Adventure, Family","Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.","Antonio Banderas, Puss in Boots (voice), Salma Hayek, Kitty Softpaws (voice), Zach Galifianakis, Humpty Dumpty (voice), Billy Bob Thornton, Jack (voice), Amy Sedaris, Jill (voice), Constance Marie, Imelda (voice), Mike Mitchell, Andy Beanstalk (voice), Guillermo del Toro, Comandante / Hombre del bigote (voice), Conrad Vernon, Raoul / Soldier (voice)",Puss in Boots, Released,English,130000000.0,554987477.0,US,2011,https://image.tmdb.org/t/p/w500/eufJ36oQCauDc427ewaEvQrhZ6i.jpg
The Fate of the Furious,04/12/2017 ,69.0,"Action, Crime, Thriller","When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.","Vin Diesel, Dominic Toretto, Jason Statham, Deckard Shaw, Dwayne Johnson, Luke Hobbs, Michelle Rodriguez, Letty Ortiz, Tyrese Gibson, Roman Pearce, Ludacris, Tej Parker, Charlize Theron, Cipher, Kurt Russell, Mr. Nobody, Nathalie Emmanuel, Ramsey",The Fate of the Furious, Released,English,250000000.0,1236703796.0,AU,2017,https://image.tmdb.org/t/p/w500/dImWM7GJqryWJO9LHa3XQ8DD5NH.jpg
The Strays,02/17/2023 ,55.0,"Thriller, Mystery, Drama, Horror",A Black woman's meticulously crafted life of privilege starts to unravel when two strangers show up in her quaint suburban town.,"Ashley Madekwe, Neve, Justin Salinger, Ian, Jorden Myrie, Carl, Bukky Bakray, Dione, Samuel Paul Small, Sebastian, Maria Almeida, Mary, Caroline Martin, Jessie, Michael Warburton, Kenneth, George Greenland, Delivery Guy",The Strays, Released,English,131700000.0,751965791.6,GB,2023,https://image.tmdb.org/t/p/w500/3OKBFYRVSKkBVJ7WpKogTVQfUqC.jpg
Watcher,06/03/2022 ,66.0,"Mystery, Thriller, Horror","As a serial killer stalks the city, Julia — a young actress who just moved to town with her husband — notices a mysterious stranger watching her from across the street.","Maika Monroe, Julia, Karl Glusman, Francis, Burn Gorman, The Watcher, Mãdãlina Anea, Irina, Daniel Nuta, Cristian, Gabriela Butuc, Flavia, Cristina Deleanu, Eleonora, Ștefan Iancu, Sebastian, Florian Ghimpu, Officer Radu",Watcher, Released,English,10237862.6,2667033.0,US,2022,https://image.tmdb.org/t/p/w500/dXCjoI3jdtBrwPHgVsyNLkl8Rvs.jpg
The Gray Man,07/14/2022 ,70.0,"Action, Thriller","When a shadowy CIA agent uncovers damning agency secrets, he's hunted across the globe by a sociopathic rogue operative who's put a bounty on his head.","Ryan Gosling, Six, Chris Evans, Lloyd Hansen, Ana de Armas, Dani Miranda, Billy Bob Thornton, Fitzroy, Jessica Henwick, Suzanne Brewer, Dhanush, Avik San, Alfre Woodard, Margaret Cahill, Regé-Jean Page, Carmichael, Wagner Moura, Laszlo Sosa",The Gray Man, Released,English,200000000.0,451178.0,AU,2022,https://image.tmdb.org/t/p/w500/13r1DFhfL0qufFjXnrvWuh6qKqH.jpg
The Mummy Resurrection,01/02/2023 ,50.0,Horror,"When an infamous ""cursed"" Egyptian sarcophagus falls into the hands of unscrupulous huckster Everett Randolph, he becomes obsessed with resurrecting the mummified princess held within it.","Carl Wharton, Sykes, Chris Bell, Everett, Marcus Langford, Charlie, Raven Lee, Khenmetptah, Sophie Marlowe, Shelly, Jas Steven Singh, Azaan",The Mummy Resurrection, Released,English,102800000.0,545695337.6,GB,2023,https://image.tmdb.org/t/p/w500/d0pt6KlVvmtG0uhccWjgWfIqJee.jpg
The Fallout,03/17/2021 ,77.0,Drama,"In the wake of a school tragedy, Vada, Mia and Quinton form a unique and dynamic bond as they navigate the never linear, often confusing journey to heal in a world that feels forever changed.","Jenna Ortega, Vada Cavell, Maddie Ziegler, Mia Reed, Niles Fitch, Quinton Hasland, Will Ropp, Nick Feinstein, Lumi Pollack, Amelia Cavell, John Ortiz, Carlos Cavell, Julie Bowen, Patricia Cavell, Shailene Woodley, Anna, Christine Horn, Mrs. Victor",The Fallout, Released,English,114200000.0,736329646.2,US,2021,https://image.tmdb.org/t/p/w500/4ByHl9XRKR2iXbvF0ZilMRD1RcL.jpg
Guardians of the Galaxy Volume 3,05/04/2023 ,0.0,"Science Fiction, Adventure, Comedy","Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.","Chris Pratt, Peter Quill / Star-Lord, Zoe Saldaña, Gamora, Dave Bautista, Drax the Destroyer, Karen Gillan, Nebula, Pom Klementieff, Mantis, Bradley Cooper, Rocket (voice), Vin Diesel, Groot (voice), Sean Gunn, Kraglin / On-Set Rocket, Chukwudi Iwuji, The High Evolutionary",Guardians of the Galaxy Volume 3, Post Production,English,250000000.0,1240261.6,AU,2023,https://image.tmdb.org/t/p/w500/r2J02Z2OpNTctfOSN1Ydgii51I3.jpg
Boyka: Undisputed IV,09/22/2016 ,71.0,"Action, Drama","In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for. When he finds out the wife of the man he accidentally killed is in trouble, Boyka offers to fight in a series of impossible battles to free her from a life of servitude.","Scott Adkins, Yuri Boyka, Teodora Duhovnikova, Alma, Alon Abutbul, Zourab, Julian Vergov, Slava, Martyn Ford, Koshmar, Brahim Achabbakhe, Igor Kazmir, Paul Chahidi, Kiril, Petio Petkov, Dominik, Valentin Ganev, Warden",Boyka: Undisputed IV, Released,English,119400000.0,343644155.0,US,2016,https://image.tmdb.org/t/p/w500/7QGdIJWWTkPhVjpQ0zA6z69khod.jpg
The Godfather,11/02/1972 ,87.0,"Drama, Crime","Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.","Marlon Brando, Vito Corleone, Al Pacino, Michael Corleone, James Caan, Sonny Corleone, Richard S. Castellano, Peter Clemenza, Robert Duvall, Tom Hagen, Sterling Hayden, Captain McCluskey, John Marley, Jack Woltz, Richard Conte, Emilio Barzini, Diane Keaton, Kay Adams-Corleone",The Godfather, Released,English,7000000.0,270007394.0,AU,1972,https://image.tmdb.org/t/p/w500/3bhkrj58Vtu7enYsRolD1fZdja1.jpg
Mulan,09/03/1998 ,79.0,"Animation, Family, Adventure","To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process.","Ming-Na Wen, Mulan (voice), Eddie Murphy, Mushu (voice), BD Wong, Shang (voice), Miguel Ferrer, Shan-Yu (voice), Harvey Fierstein, Yao (voice), Freda Foh Shen, Fa Li (voice), June Foray, Grandmother Fa (voice), James Hong, Chi Fu (voice), Miriam Margolyes, The Matchmaker (voice)",Mulan, Released,English,200000000.0,69973540.0,AU,1998,https://image.tmdb.org/t/p/w500/5TYgKxYhnhRNNwqnRAKHkgfqi2G.jpg
Mulan,09/03/1998 ,79.0,"Animation, Family, Adventure","To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process.","Ming-Na Wen, Mulan (voice), Eddie Murphy, Mushu (voice), BD Wong, Shang (voice), Miguel Ferrer, Shan-Yu (voice), Harvey Fierstein, Yao (voice), Freda Foh Shen, Fa Li (voice), June Foray, Grandmother Fa (voice), James Hong, Chi Fu (voice), Miriam Margolyes, The Matchmaker (voice)",Mulan, Released,English,90000000.0,303500000.0,AU,1998,https://image.tmdb.org/t/p/w500/5TYgKxYhnhRNNwqnRAKHkgfqi2G.jpg
Dracula: The Original Living Vampire,01/28/2022 ,54.0,"Horror, Fantasy, Thriller","Detective Amelia Van Helsing is on the desperate hunt for the killer responsible for a string of grisly murders targeting young women. Matters only worsen when all evidence leads to the seemingly untouchable Count Dracula. And when Van Helsing’s girlfriend vanishes, she is forced to question the very existence of monsters in a final showdown with the enigmatic count.","Michael Ironside, Dr. Jack Seward, Jake Herbert, Count Dracula, Christine Prouty, Amelia Van Helsing, India Davies, Mina Murray, Ryan Woodcock, Jonathan Harker",Dracula: The Original Living Vampire, Released,English,124800000.0,605767026.8,US,2022,https://image.tmdb.org/t/p/w500/9nbw6eAYOhYEjI1wODekAG6svZF.jpg
Big Hero 6,12/25/2014 ,77.0,"Adventure, Family, Animation, Action, Comedy","A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.","Scott Adsit, Baymax (voice), Ryan Potter, Hiro Hamada (voice), Daniel Henney, Tadashi Hamada (voice), T.J. Miller, Fred (voice), Jamie Chung, GoGo Tomago (voice), Damon Wayans Jr., Wasabi (voice), Génesis Rodríguez, Honey Lemon (voice), James Cromwell, Professor Robert Callaghan (voice), Alan Tudyk, Alistair Krei (voice)",Big Hero 6, Released,English,165000000.0,647263005.0,AU,2014,https://image.tmdb.org/t/p/w500/2mxS4wUimwlLmI1xp6QW6NSU361.jpg
Triangle of Sadness,12/26/2022 ,72.0,"Comedy, Drama","A celebrity model couple are invited on a luxury cruise for the uber-rich, helmed by an unhinged, alcoholic captain. What first appears Instagrammable ends catastrophically, leaving the survivors stranded on a desert island in a struggle of hierarchy.","Harris Dickinson, Carl, Charlbi Dean, Yaya, Woody Harrelson, Thomas, The Captain, Zlatko Burić, Dimitry, Vicki Berlin, Paula, Dolly de Leon, Abigail, Henrik Dorsin, Jarmo, Iris Berben, Therese, Jean-Christophe Folly, Nelson",Triangle of Sadness, Released,English,15600000.0,24733572.0,AU,2022,https://image.tmdb.org/t/p/w500/k9eLozCgCed5FGTSdHu0bBElAV8.jpg
Dungeons & Dragons,01/18/2001 ,43.0,"Drama, Adventure, Fantasy","The Empire of Izmer is a divided land: elite magicians called “mages” rule while lowly commoners are powerless. When Empress Savina vows to bring equality and prosperity to her land, the evil mage Profion plots to depose her.","Justin Whalin, Ridley Freeborn, Jeremy Irons, Profion, Thora Birch, Empress Savina, Bruce Payne, Damodar, Zoe McLellan, Marina Pretensa, Marlon Wayans, Snails, Robert Miano, Azmath, Tomas Havrlik, Mage, Lee Arenberg, Elwood Gutworthy",Dungeons & Dragons, Released,English,35000000.0,15185241.0,AU,2001,https://image.tmdb.org/t/p/w500/jJCo92G0UMtO6qSjTxkKUiiyTgo.jpg
Wire Room,09/02/2022 ,66.0,"Action, Crime, Thriller","New recruit Justin Rosa must monitor arms-smuggling cartel member Eddie Flynn — and keep him alive at all costs. When a SWAT team descends on Flynn’s home, Rosa breaks protocol and contacts the gangster directly to save his life. As gunmen break into the Wire Room and chaos erupts, Mueller and Rosa make a final, desperate stand against the corrupt agents and officials who seek to destroy evidence and kill them both.","Kevin Dillon, Justin Rosa, Bruce Willis, Shane Mueller, Oliver Trevena, Eddie Flynn, Texas Battle, Sheriff Roberts, Cameron Douglas, , Shelby Cobb, Nour Holborow, MWW Michael Wilkerson, Special Operations, Adam Huel Potter, Billy, Amber Townsend, Cindy",Wire Room, Released,English,101000000.0,321357348.6,US,2022,https://image.tmdb.org/t/p/w500/b9ykj4v8ykjRoGB7SpI1OuxblNU.jpg
Killing Jesus,03/29/2015 ,65.0,"Drama, History, TV Movie",Jesus of Nazareth’s life and ministry were subject to seismic social and political events that led to his execution and changed the world forever.,"Haaz Sleiman, Jesus, Eoin Macken, Herod Antipas, Emmanuelle Chriqui, Herodias, Rufus Sewell, Caiaphas, John Rhys-Davies, Annas, Stephen Moyer, Pontius Pilate, Kelsey Grammer, King Herod, July Namir, Young Mary, Dan Mor, Sillaeus",Killing Jesus, Released,English,35580000.0,258973331.6,US,2015,https://image.tmdb.org/t/p/w500/1Wr7apWkhqHSdzmxnQuzlKTzdK.jpg
Inside Out,06/09/2015 ,79.0,"Animation, Family, Adventure, Drama, Comedy","Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.","Amy Poehler, Joy (voice), Phyllis Smith, Sadness (voice), Bill Hader, Fear (voice), Kaitlyn Dias, Riley (voice), Richard Kind, Bing Bong (voice), Lewis Black, Anger (voice), Mindy Kaling, Disgust (voice), Diane Lane, Mom (voice), Kyle MacLachlan, Dad (voice)",Inside Out, Released,English,175000000.0,850566343.0,AU,2015,https://image.tmdb.org/t/p/w500/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg
Fury,10/23/2014 ,75.0,"War, Drama, Action","In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.","Brad Pitt, Don 'Wardaddy' Collier, Logan Lerman, Norman Ellison, Michael Peña, Trini 'Gordo' Garcia, Shia LaBeouf, Boyd 'Bible' Swan, Jon Bernthal, Grady 'Coon-Ass' Travis, Jim Parrack, Sergeant Binkowski, Brad William Henke, Sergeant Davis, Anamaria Marinca, Irma, Alicia von Rittberg, Emma",Fury, Released,English,80000000.0,210315681.0,AU,2014,https://image.tmdb.org/t/p/w500/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg
Welcome to the Club,09/08/2022 ,66.0,"Animation, Comedy","Heart set on becoming a princess, Lisa Simpson is surprised to learn being bad might be more fun.","Yeardley Smith, Lisa Simpson (voice), Tress MacNeille, Cruella de Vil (voice), Nancy Cartwright, Bart Simpson/Mickey Mouse (voice), Tom Hiddleston, Loki (voice), Dawnn Lewis, Ursula (voice), Kevin Michael Richardson, Captain Hook (voice), Chris Edgerly, Additional Voices (voice)",Welcome to the Club, Released,English,124000000.0,690278154.2,US,2022,https://image.tmdb.org/t/p/w500/kxB9E6fo0ycHzd13oOTHmGa5Njd.jpg
Emancipation,12/02/2022 ,80.0,Drama,"Inspired by the gripping true story of a man who would do anything for his family—and for freedom. When Peter, an enslaved man, risks his life to escape and return to his family, he embarks on a perilous journey of love and endurance.","Will Smith, Peter, Ben Foster, Jim Fassel, Charmaine Bingwa, Dodienne, Steven Ogg, Confederate Sergeant Howard, Gilbert Owuor, Gordon, Mustafa Shakir, Lt. Andrew Cailloux, Grant Harvey, Leeds, Ronnie Gene Blevins, Harrington, Jayson Warner Smith, Capt. John Lyons",Emancipation, Released,English,120000000.0,0.0,US,2022,https://image.tmdb.org/t/p/w500/s9sUK1vAaOcxJfKzNTszrNkPhkH.jpg
Undisputed III: Redemption,06/17/2010 ,76.0,"Action, Thriller","Russian inmate Boyka, now severely hobbled by the knee injury suffered at the end of Undisputed 2. No longer the feared prison fighter he was, he has declined so far that he is now good only for cleaning toilets. But when a new prison fight tournament begins - an international affair, matching the best fighters from prisons around the globe, enticing them with the promise of freedom for the winner - Boyka must reclaim his dignity and fight for his position in the tournament.","Scott Adkins, Yuri Boyka, Mykel Shannon Jenkins, Turbo, Mark Ivanir, Gaga, Hristo Shopov, Warden Kuss, Marko Zaror, Raul 'Dolor' Quinones, Michael Baral, Casino Manager, Ilram Choi, The Asian Fighter, Robert Costanzo, Farnatti, Lateef Crowder, Santiago Silva",Undisputed III: Redemption, Released,English,3000000.0,78701381.8,AU,2010,https://image.tmdb.org/t/p/w500/g8KB77SPA7SyU8eid6TAEpt9skU.jpg
After We Fell,10/22/2021 ,71.0,"Romance, Drama","Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.","Josephine Langford, Tessa Young, Hero Fiennes Tiffin, Hardin Scott, Louise Lombard, Trish Daniels, Chance Perdomo, Landon Gibson, Rob Estes, Ken Scott, Arielle Kebbel, Kimberly ""Kim"" Vance, Stephen Moyer, Christian Vance, Mira Sorvino, Carol Young, Frances Turner, Karen Scott",After We Fell, Released,English,14000000.0,21500000.0,AU,2021,https://image.tmdb.org/t/p/w500/dU4HfnTEJDf9KvxGS9hgO7BVeju.jpg
Space Jam: A New Legacy,07/08/2021 ,69.0,"Family, Animation, Comedy, Science Fiction","When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions on the court. It's Tunes versus Goons in the highest-stakes challenge of his life.","LeBron James, LeBron James, Don Cheadle, Al G. Rhythm, Cedric Joe, Dominic 'Dom' James, Jeff Bergman, Bugs Bunny / Sylvester / Yosemite Sam / Fred Flintstone (voice), Gabriel Iglesias, Speedy Gonzales (voice), Zendaya, Lola Bunny (voice), Eric Bauza, Daffy Duck / Porky Pig / Foghorn Leghorn / Elmer Fudd (voice), Candi Milo, Granny (voice), Bob Bergen, Tweety Bird (voice)",Space Jam: A New Legacy, Released,English,150000000.0,143987946.0,AU,2021,https://image.tmdb.org/t/p/w500/mDACFTANR34u6lvucazoYiFJOp7.jpg
Nobody,04/01/2021 ,81.0,"Action, Crime, Thriller","Hutch Mansell, a suburban dad, overlooked husband, nothing neighbor — a ""nobody."" When two thieves break into his home one night, Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind.","Bob Odenkirk, Hutch Mansell, Connie Nielsen, Becca Mansell, Christopher Lloyd, David Mansell, Aleksey Serebryakov, Yulian Kuznetsov, RZA, Harry Mansell, Michael Ironside, Eddie Williams, Colin Salmon, The Barber, Billy MacLellan, Charlie Williams, Araya Mengesha, Pavel",Nobody, Released,English,16000000.0,57512470.0,AU,2021,https://image.tmdb.org/t/p/w500/oBgWY00bEFeZ9N25wWVyuQddbAo.jpg
The Tiger's Nest,10/13/2022 ,70.0,"Family, Adventure","In the valleys of the Himalayas, an orphan boy saves a Bengal tiger cub from the ruthless poachers who killed the tiger's mother. Together they set out in the Himalayan mountains to the Taktsang monastery in Bhutan known as ""The Tiger's Nest"" where Buddhist monks took refuge after the 1950 Chinese invasion of Tibet and protect the big cats. A new great film for the whole family that talks about the importance of defending animals through the story of the friendship between two orphans, a tiger cub and a child, in a tale of brotherhood and the discovery of life.","Sunny Pawar, Balmani, Claudia Gerini, Miss Hannah, Amandeep Singh, Jenan, Yoon C. Joyce, Samchai, Shi Yang, Head Lama, Samir Gurung, Madhav's Father, Legyaan Thapa, Madhav",The Tiger's Nest, Released,English,120000000.0,305330864.2,IT,2022,https://image.tmdb.org/t/p/w500/1oZFVPrdMbmEchJkGWr9T5mVeZ7.jpg
Terrifier,03/15/2016 ,66.0,"Horror, Thriller","On Halloween night, a young woman finds herself as the obsession of a sadistic murderer known as Art the Clown.","David Howard Thornton, Art the Clown, Jenna Kanell, Tara, Samantha Scaffidi, Victoria, Catherine Corcoran, Dawn, Pooya Mohseni, Cat Lady, Matt McAllister, Mike the Exterminator, Katie Maguire, Monica Brown, Gino Cafarelli, Steven, Cory DuVal, Coroner",Terrifier, Released,English,35000.0,0.0,US,2016,https://image.tmdb.org/t/p/w500/fjXqhGmaeQpB73WerhrYU6HlyV5.jpg
In the Forest,01/28/2022 ,60.0,"Horror, Thriller","Helen and her daughter Emily reluctantly accompany Helen’s father Stan on a family camping trip, driving deep into the forest for a real outdoors experience, only to have angry landowner Howard arrive and force them to leave. When their RV gets stuck, Helen decides to seek help but discovers a disturbing secret on the man’s property. She must then fight to protect her family and make it out of the forest alive before being hunted down.","Debbon Ayer, Helen, Cristina Spruell, Emily, Lyman Ward, Stan, Don Baldaramos, Howard, Kaitlyn Dias, Natalie, Time Winters, Gary, Sharon Sharth, Pamela",In the Forest, Released,English,84600000.0,178745725.6,US,2022,https://image.tmdb.org/t/p/w500/pWKTaGN9WMcKHKAir9POsKm4vEo.jpg
The Amazing Spider-Man,07/03/2012 ,67.0,"Action, Adventure, Fantasy","Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.","Andrew Garfield, Peter Parker / Spider-Man, Emma Stone, Gwen Stacy, Rhys Ifans, Dr. Curt Connors / The Lizard, Denis Leary, Captain Stacy, Martin Sheen, Uncle Ben, Sally Field, Aunt May, Max Charles, Peter Parker (Age 4), Campbell Scott, Richard Parker, Embeth Davidtz, Mary Parker",The Amazing Spider-Man, Released,English,220000000.0,757890267.0,AU,2012,https://image.tmdb.org/t/p/w500/jexoNYnPd6vVrmygwF6QZmWPFdu.jpg
Evil Dead,05/01/2013 ,65.0,Horror,"Five young friends find the mysterious and fiercely powerful Book of the Dead, and unable to resist its temptation, release a violent demon on a bloodthirsty quest to possess them all.","Jane Levy, Mia Allen, Shiloh Fernandez, David Allen, Lou Taylor Pucci, Eric, Jessica Lucas, Olivia, Elizabeth Blackmore, Natalie, Phoenix Connolly, Teenager, Jim McLarty, Harold, Sian Davis, Old Woman, Stephen Butterworth, Toothless Redneck",Evil Dead, Released,English,17000000.0,99010045.0,AU,2013,https://image.tmdb.org/t/p/w500/1gDV0Lm9y8ufIKzyf0h0GBgb9Zj.jpg
Linoleum,03/30/2023 ,68.0,"Science Fiction, Comedy, Drama","When the host of a failing children’s science show tries to fulfill his childhood dream of becoming an astronaut by building a rocket ship in his garage, a series of bizarre events occur that cause him to question his own reality.","Jim Gaffigan, Cameron Edwin / Kent Armstrong, Rhea Seehorn, Erin Edwin, Katelyn Nacon, Nora Edwin, Gabriel Rush, Marc, Amy Hargreaves, Linda, West Duchovny, Darcy, Michael Ian Black, Tony, Tony Shalhoub, Dr. Alvin, Elisabeth Henry-Macari, Mysterious Woman",Linoleum, Released,English,109000000.0,673135995.2,AU,2023,https://image.tmdb.org/t/p/w500/lAdPsBMnP5ctvKavQY9y8JazygK.jpg
After We Collided,01/01/2021 ,72.0,"Romance, Drama",Tessa finds herself struggling with her complicated relationship with Hardin; she faces a dilemma that could change their lives forever.,"Josephine Langford, Tessa Young, Hero Fiennes Tiffin, Hardin Scott, Dylan Sprouse, Trevor Matthews, Louise Lombard, Trish Daniels, Charlie Weber, Christian Vance, Candice King, Kimberly Vance, Shane Paul McGhie, Landon Gibson, Rob Estes, Ken Scott, Inanna Sarkis, Molly Samuels",After We Collided, Released,English,24685792.0,42000000.0,AU,2021,https://image.tmdb.org/t/p/w500/kiX7UYfOpYrMFSAGbI6j1pFkLzQ.jpg
A Quiet Place Part II,05/21/2021 ,75.0,"Science Fiction, Thriller, Horror","Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.","Cillian Murphy, Emmett, Emily Blunt, Evelyn Abbott, Millicent Simmonds, Regan Abbott, Noah Jupe, Marcus Abbott, Djimon Hounsou, Man on Island, John Krasinski, Lee Abbott, Wayne Duvall, Roger, Scoot McNairy, Marina Man, Okieriete Onaodowan, Ronnie",A Quiet Place Part II, Released,English,61000000.0,297400000.0,AU,2021,https://image.tmdb.org/t/p/w500/4q2hz2m8hubgvijz8Ez0T2Os2Yv.jpg
Twilight,12/11/2008 ,63.0,"Fantasy, Drama, Romance","When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.","Kristen Stewart, Bella Swan, Robert Pattinson, Edward Cullen, Billy Burke, Charlie Swan, Peter Facinelli, Dr. Carlisle Cullen, Elizabeth Reaser, Esme Cullen, Cam Gigandet, James, Ashley Greene, Alice Cullen, Anna Kendrick, Jessica, Nikki Reed, Rosalie",Twilight, Released,English,37000000.0,402278564.0,AU,2008,https://image.tmdb.org/t/p/w500/3Gkb6jm6962ADUPaCBqzz9CTbn9.jpg
Twilight,12/11/2008 ,63.0,"Fantasy, Drama, Romance","When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.","Kristen Stewart, Bella Swan, Robert Pattinson, Edward Cullen, Billy Burke, Charlie Swan, Peter Facinelli, Dr. Carlisle Cullen, Elizabeth Reaser, Esme Cullen, Cam Gigandet, James, Ashley Greene, Alice Cullen, Anna Kendrick, Jessica, Nikki Reed, Rosalie",Twilight, Released,English,20000000.0,15055091.0,AU,2008,https://image.tmdb.org/t/p/w500/3Gkb6jm6962ADUPaCBqzz9CTbn9.jpg
Spider-Man: Homecoming,07/06/2017 ,74.0,"Action, Adventure, Science Fiction, Drama","Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.","Tom Holland, Peter Parker / Spider-Man, Michael Keaton, Adrian Toomes / Vulture, Robert Downey Jr., Tony Stark / Iron Man, Marisa Tomei, May Parker, Jon Favreau, Harold 'Happy' Hogan, Gwyneth Paltrow, Virginia 'Pepper' Potts, Zendaya, Michelle 'MJ' Jones, Donald Glover, Aaron Davis, Jacob Batalon, Ned",Spider-Man: Homecoming, Released,English,175000000.0,878271291.0,AU,2017,https://image.tmdb.org/t/p/w500/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg
